S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60
SourceIdentifier,SourceFileName,GLAccountCode,Division,SubDivision,ProfitCentre1,ProfitCentre2,PlantCode,ReturnPeriod,SupplierGSTIN,State,DocumentType,SupplyType,DocumentNumber,DocumentDate,OriginalDocumentNumber,OriginalDocumentDate,CRDRPreGST,LineNumber,CustomerGSTIN,UINorComposition,OriginalCustomerGSTIN,CustomerName,CustomerCode,BillToState,ShipToState,POS,PortCode,ShippingBillNumber,ShippingBillDate,FOB,ExportDuty,HSNorSAC,ProductCode,ProductDescription,CategoryOfProduct,UnitOfMeasurement,Quantity,TaxableValue,IntegratedTaxRate,IntegratedTaxAmount,CentralTaxRate,CentralTaxAmount,StateUTTaxRate,StateUTTaxAmount,CessRateAdvalorem,CessAmountAdvalorem,CessRateSpecific,CessAmountSpecific,InvoiceValue,ReverseChargeFlag,TCSFlag,eComGSTIN,ITCFlag,ReasonForCreditDebitNote,AccountingVoucherNumber,AccountingVoucherDate,Userdefinedfield1,Userdefinedfield2,Userdefinedfield3
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101050175,3/1/2019,,,,1,29CLAPS3132E1Z9,,,SEJPAL DISTRIBUTORS,6270113,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,40,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018494085,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050176,3/1/2019,,,,1,36ALTPR9770N1ZR,,,DEETYA INNOVATIONS,6274553,36,36,36,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,25,24654,12,2958.48,0,0,0,0,0,0,0,0,27612.48,N,N,,,,1101050176,2019-07-01,2018496066,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050177,3/1/2019,,,,1,24ABPFS7193E1ZR,,,SHRIJI SALES,6233864,24,24,24,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,5156.28,12,618.75,0,0,0,0,0,0,0,0,5775.03,N,N,,,,1101050177,2019-07-01,2018494431,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050178,3/1/2019,,,,1,19AAEFT1385P1ZH,,,THE TutiFruti OPTICAL CO.,6233890,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,23,24260.7,12,2911.28,0,0,0,0,0,0,0,0,33440.57,N,N,,,,1101050178,2019-07-01,2018493817,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050178,3/1/2019,,,,2,19AAEFT1385P1ZH,,,THE TutiFruti OPTICAL CO.,6233890,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,5,5596.95,12,671.64,0,0,0,0,0,0,0,0,33440.57,N,N,,,,1101050178,2019-07-01,2018493817,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050179,3/1/2019,,,,1,29CLAPS3132E1Z9,,,SEJPAL DISTRIBUTORS,6270113,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,25,29417.94,12,3530.22,0,0,0,0,0,0,0,0,107512.64,N,N,,,,1101050179,2019-07-01,2018494113,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050179,3/1/2019,,,,2,29CLAPS3132E1Z9,,,SEJPAL DISTRIBUTORS,6270113,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,51,61023.37,12,7322.91,0,0,0,0,0,0,0,0,107512.64,N,N,,,,1101050179,2019-07-01,2018494113,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050179,3/1/2019,,,,3,29CLAPS3132E1Z9,,,SEJPAL DISTRIBUTORS,6270113,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,5552.12,12,666.08,0,0,0,0,0,0,0,0,107512.64,N,N,,,,1101050179,2019-07-01,2018494113,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050180,3/1/2019,,,,1,24ABPFS7193E1ZR,,,SHRIJI SALES,6233864,24,24,24,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,986.16,12,118.34,0,0,0,0,0,0,0,0,1104.5,N,N,,,,1101050180,2019-07-01,2018497067,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050181,3/1/2019,,,,1,33ABZPH7788J1ZO,,,CLEAR VISION MARKETING,6254199,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,1972.32,12,236.68,0,0,0,0,0,0,0,0,2209,N,N,,,,1101050181,2019-07-01,2018496214,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050182,3/1/2019,,,,1,24AACCG3446M1ZJ,,,Pavan LENS PRIVATE LIMITED,6233887,24,24,24,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,608.99,12,73.08,0,0,0,0,0,0,0,0,682.07,N,N,,,,1101050182,2019-07-01,2018496473,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050183,3/1/2019,,,,1,21AACCG3446M1ZP,,,Pavan LENS PRIVATE LIMITED,6233892,21,21,21,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,2400.1,12,288.01,0,0,0,0,0,0,0,0,2688.11,N,N,,,,1101050183,2019-07-01,2018494325,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050184,3/1/2019,,,,1,32AAFCS4609B1ZV,,,Shaffi CAPITAL(P)LTD,6233904,32,32,32,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,1972.32,12,236.68,0,0,0,0,0,0,0,0,2209,N,N,,,,1101050184,2019-07-01,2018496896,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050185,3/1/2019,,,,1,36ALTPR9770N1ZR,,,DEETYA INNOVATIONS,6274553,36,36,36,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,4578,12,549.36,0,0,0,0,0,0,0,0,5127.36,N,N,,,,1101050185,2019-07-01,2018495544,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050186,3/1/2019,,,,1,29CLAPS3132E1Z9,,,SEJPAL DISTRIBUTORS,6270113,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,14,14190.04,12,1702.82,0,0,0,0,0,0,0,0,17212.27,N,N,,,,1101050186,2019-07-01,2018496301,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050186,3/1/2019,,,,2,29CLAPS3132E1Z9,,,SEJPAL DISTRIBUTORS,6270113,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,1178.06,12,141.35,0,0,0,0,0,0,0,0,17212.27,N,N,,,,1101050186,2019-07-01,2018496301,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050187,3/1/2019,,,,1,19ADSPG4089J1ZU,,,DNG ENTERPRISES,6233891,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,15,17204.51,12,2064.54,0,0,0,0,0,0,0,0,19269.05,N,N,,,,1101050187,2019-07-01,2018496268,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050188,3/1/2019,,,,1,09ABHPA5446J1ZL,,,KIRAN SALES CORPORATION,6233893,09,09,09,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,6,5916.96,12,710.04,0,0,0,0,0,0,0,0,6627,N,N,,,,1101050188,2019-07-01,2018484969,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050189,3/1/2019,,,,1,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,1972.32,0,0,6,118.34,6,118.34,0,0,0,0,2209,N,N,,,,1101050189,2019-07-01,2018469251,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050190,3/1/2019,,,,1,19AACCG3446M1ZA,,,Pavan LENS PRIVATE LIMITED,6254540,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,75,69826.25,12,8379.15,0,0,0,0,0,0,0,0,78205.4,N,N,,,,1101050190,2019-07-01,2018493860,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050191,3/1/2019,,,,1,24ABPFS7193E1ZR,,,SHRIJI SALES,6233864,24,24,24,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,3,3534.18,12,424.09,0,0,0,0,0,0,0,0,9235.99,N,N,,,,1101050191,2019-07-01,2018497161,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050191,3/1/2019,,,,2,24ABPFS7193E1ZR,,,SHRIJI SALES,6233864,24,24,24,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,4712.24,12,565.48,0,0,0,0,0,0,0,0,9235.99,N,N,,,,1101050191,2019-07-01,2018497161,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050192,3/1/2019,,,,1,29AAACT5131A1ZT,,,Cookie COMPANY LIMITED,6233906,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,4679.88,12,561.59,0,0,0,0,0,0,0,0,5241.47,N,N,,,,1101050192,2019-07-01,8641966162,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050193,3/1/2019,,,,1,04AGAPG2485P1Z9,,,VV DISTRIBUTORS,6233914,04,04,04,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,4712.24,12,565.47,0,0,0,0,0,0,0,0,5277.71,N,N,,,,1101050193,2019-07-01,2018440508,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101050194,3/1/2019,,,,1,33AACCG3446M1ZK,,,Pavan LENS PRIVATE LIMITED,6233907,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,11,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018495237,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101050195,3/1/2019,,,,1,29CLAPS3132E1Z9,,,SEJPAL DISTRIBUTORS,6270113,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,14,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018496264,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101050196,3/1/2019,,,,1,24ABPFS7193E1ZR,,,SHRIJI SALES,6233864,24,24,24,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018497067,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101050197,3/1/2019,,,,1,37AACCG3446M1ZC,,,Pavan LENS PRIVATE LIMITED,6233910,37,37,37,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018495961,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101050198,3/1/2019,,,,1,27AACCG3446M1ZD,,,Pavan LENS PRIVATE LIMITED,6233888,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,5,0,0,0,6,0,6,0,0,0,0,0,0,N,N,,T3,,,,2018495925,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101050199,3/1/2019,,,,1,19ADSPG4089J1ZU,,,DNG ENTERPRISES,6233891,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,18,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018496268,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101050200,3/1/2019,,,,1,21AACCG3446M1ZP,,,Pavan LENS PRIVATE LIMITED,6233892,21,21,21,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,6,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018494377,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101050201,3/1/2019,,,,1,24AACCG3446M1ZJ,,,Pavan LENS PRIVATE LIMITED,6233887,24,24,24,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018496490,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101050202,3/1/2019,,,,1,19AAEFT1385P1ZH,,,THE TutiFruti OPTICAL CO.,6233890,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018495593,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101050203,3/1/2019,,,,1,36ALTPR9770N1ZR,,,DEETYA INNOVATIONS,6274553,36,36,36,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,10,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018495694,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050204,3/1/2019,,,,1,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,12,14552.37,0,0,6,873.14,6,873.14,0,0,0,0,17403.15,N,N,,,,1101050204,2019-07-01,2018470646,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050204,3/1/2019,,,,2,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,986.16,0,0,6,59.17,6,59.17,0,0,0,0,17403.15,N,N,,,,1101050204,2019-07-01,2018470646,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050205,3/1/2019,,,,1,07ADTPD4488M1ZS,,,ABORN INDUSTRIES,6234682,07,07,07,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,1178.06,12,141.37,0,0,0,0,0,0,0,0,1319.43,N,N,,,,1101050205,2019-07-01,2018497139,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050206,3/1/2019,,,,1,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,1972.32,0,0,6,118.34,6,118.34,0,0,0,0,2209,N,N,,,,1101050206,2019-07-01,2018469256,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050207,3/1/2019,,,,1,32AAFCS4609B1ZV,,,Shaffi CAPITAL(P)LTD,6233904,32,32,32,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,1800.22,12,216.02,0,0,0,0,0,0,0,0,4655.1,N,N,,,,1101050207,2019-07-01,2018497119,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050207,3/1/2019,,,,2,32AAFCS4609B1ZV,,,Shaffi CAPITAL(P)LTD,6233904,32,32,32,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,2356.12,12,282.74,0,0,0,0,0,0,0,0,4655.1,N,N,,,,1101050207,2019-07-01,2018497119,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050208,3/1/2019,,,,1,19ADSPG4089J1ZU,,,DNG ENTERPRISES,6233891,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,3,5400.66,12,648.09,0,0,0,0,0,0,0,0,35465.56,N,N,,,,1101050208,2019-07-01,2018483305,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050208,3/1/2019,,,,2,19ADSPG4089J1ZU,,,DNG ENTERPRISES,6233891,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,18,22730.84,12,2727.68,0,0,0,0,0,0,0,0,35465.56,N,N,,,,1101050208,2019-07-01,2018483305,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050208,3/1/2019,,,,3,19ADSPG4089J1ZU,,,DNG ENTERPRISES,6233891,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,3,3534.18,12,424.11,0,0,0,0,0,0,0,0,35465.56,N,N,,,,1101050208,2019-07-01,2018483305,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050209,3/1/2019,,,,1,29CLAPS3132E1Z9,,,SEJPAL DISTRIBUTORS,6270113,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,4712.24,12,565.46,0,0,0,0,0,0,0,0,9235.99,N,N,,,,1101050209,2019-07-01,2018497281,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050209,3/1/2019,,,,2,29CLAPS3132E1Z9,,,SEJPAL DISTRIBUTORS,6270113,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,3,3534.18,12,424.11,0,0,0,0,0,0,0,0,9235.99,N,N,,,,1101050209,2019-07-01,2018497281,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050210,3/1/2019,,,,1,04AGAPG2485P1Z9,,,VV DISTRIBUTORS,6233914,04,04,04,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,7,8246.42,12,989.57,0,0,0,0,0,0,0,0,9235.99,N,N,,,,1101050210,2019-07-01,2018494891,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050211,3/1/2019,,,,1,19AAEFT1385P1ZH,,,THE TutiFruti OPTICAL CO.,6233890,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,23,24869.16,12,2984.29,0,0,0,0,0,0,0,0,37040.48,N,N,,,,1101050211,2019-07-01,2018495528,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050211,3/1/2019,,,,2,19AAEFT1385P1ZH,,,THE TutiFruti OPTICAL CO.,6233890,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,3,3366.95,12,404.04,0,0,0,0,0,0,0,0,37040.48,N,N,,,,1101050211,2019-07-01,2018495528,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050211,3/1/2019,,,,3,19AAEFT1385P1ZH,,,THE TutiFruti OPTICAL CO.,6233890,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,3,4835.75,12,580.29,0,0,0,0,0,0,0,0,37040.48,N,N,,,,1101050211,2019-07-01,2018495528,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050212,3/1/2019,,,,1,27AAACT5131A1ZX,,,Cookie COMPANY LIMITED,6282612,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,7,6473.83,0,0,6,388.43,6,388.43,0,0,0,0,8444.64,N,N,,,,1101050212,2019-07-01,8641966476,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050212,3/1/2019,,,,2,27AAACT5131A1ZX,,,Cookie COMPANY LIMITED,6282612,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,1066.03,0,0,6,63.96,6,63.96,0,0,0,0,8444.64,N,N,,,,1101050212,2019-07-01,8641966476,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101050213,3/1/2019,,,,1,07ADTPD4488M1ZS,,,ABORN INDUSTRIES,6234682,07,07,07,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,10,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018497675,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101050214,3/1/2019,,,,1,09ABHPA5446J1ZL,,,KIRAN SALES CORPORATION,6233893,09,09,09,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,12,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018495029,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101050215,3/1/2019,,,,1,32AAFCS4609B1ZV,,,Shaffi CAPITAL(P)LTD,6233904,32,32,32,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,5,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018497169,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050216,3/1/2019,,,,1,29AAACT5131A1ZT,,,Cookie COMPANY LIMITED,6233906,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,26,23335.93,12,2800.31,0,0,0,0,0,0,0,0,26136.24,N,N,,,,1101050216,2019-07-01,8641966475,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050217,3/1/2019,,,,1,09ABHPA5446J1ZL,,,KIRAN SALES CORPORATION,6233893,09,09,09,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,11,11137.78,12,1336.53,0,0,0,0,0,0,0,0,12474.31,N,N,,,,1101050217,2019-07-01,2018487400,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101050218,3/1/2019,,,,1,33AAFCS4609B1ZT,,,Shaffi CAPITAL(P)LTD,6233903,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,18,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018496228,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101050219,3/1/2019,,,,1,32AAFCS4609B1ZV,,,Shaffi CAPITAL(P)LTD,6233904,32,32,32,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,18,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018497058,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050220,3/1/2019,,,,1,32AAFCS4609B1ZV,,,Shaffi CAPITAL(P)LTD,6233904,32,32,32,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,54,63661.73,12,7639.4,0,0,0,0,0,0,0,0,85814.84,N,N,,,,1101050220,2019-07-01,2018494734,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050220,3/1/2019,,,,2,32AAFCS4609B1ZV,,,Shaffi CAPITAL(P)LTD,6233904,32,32,32,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,11,12958.66,12,1555.05,0,0,0,0,0,0,0,0,85814.84,N,N,,,,1101050220,2019-07-01,2018494734,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050221,3/1/2019,,,,1,33AAFCS4609B1ZT,,,Shaffi CAPITAL(P)LTD,6233903,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,64,76623.85,12,9194.86,0,0,0,0,0,0,0,0,117559.18,N,N,,,,1101050221,2019-07-01,2018493199,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050221,3/1/2019,,,,2,33AAFCS4609B1ZT,,,Shaffi CAPITAL(P)LTD,6233903,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,21,24739.26,12,2968.72,0,0,0,0,0,0,0,0,117559.18,N,N,,,,1101050221,2019-07-01,2018493199,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101050221,3/1/2019,,,,3,33AAFCS4609B1ZT,,,Shaffi CAPITAL(P)LTD,6233903,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,3600.44,12,432.05,0,0,0,0,0,0,0,0,117559.18,N,N,,,,1101050221,2019-07-01,2018493199,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101050222,3/1/2019,,,,1,36AACCG3446M1ZE,,,Pavan LENS PRIVATE LIMITED,6233909,36,36,36,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,24,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018495865,,
